c1,c2,c3,c4,c5,c6,c7,c8
-0.5,-3.5,0.4,0.7,1.1,3.3,-7.5,Fair
-1.4,-0.5,0.9,0.8,0.7,0.5,-4.2,Good
0.1,,1.3,1.8,0,0.7,2.9,Good
-1.1,-4.1,0.8,0.1,,0.1,3.3,Excellent
-0.8,2.3,0.9,6,1,1.6,-15.2,Fair
-0.4,,2.1,0.4,1.7,1,-5.6,Excellent
0.5,0.5,0.7,0.1,0.3,3.7,-2.2,Fair
0.1,-0.6,8.3,2.8,3.4,1,0.1,Poor
1.1,,0.3,1.7,0.7,0.2,-18.4,Good
0,6.5,0.3,5.4,5.1,,1.9,Poor
-0.6,-9.6,1.1,0.8,1.4,0.4,-22,Excellent
0.2,8.6,4.2,0.2,0.1,1.7,-4.4,Fair
-1.1,1.3,0.2,0.4,0.7,0.5,-7,Fair
1.2,-5.3,0.7,14.9,1.8,0,-4.2,Excellent
0.4,-10.5,0.6,6.7,0.1,0.6,21.8,Fair
0.9,-0.2,0.6,0.7,3.7,,10.7,Very Good
0.3,1.1,0.9,0.3,1.3,1.1,-10.6,Excellent
-1.7,2.7,1.9,1.2,0.3,0.2,1.7,Very Good
-0.8,,2.2,0.2,0.9,0.1,19,Fair
0.9,-3.3,3.2,0.1,2.5,0.9,9.5,Fair
0.1,-1.6,1.2,0.2,0.2,0.1,-18.9,Very Good
0.3,2.4,0.6,9,0.2,1.3,13.5,Excellent
0.5,-9,0.8,14.9,2.4,1.5,-5.2,Fair
0.4,-5.4,1.6,0.1,0.7,0.2,-10.8,Very Good
0.2,-0.4,0.4,2,0.9,1.9,-23.7,Good
-1.1,1.6,0.4,1,0.1,,1.8,Poor
-0.5,9,3.6,9.8,1.8,1,10.2,Poor
0.6,-0.6,0.4,0.8,1.3,2.2,4.4,Very Good
0.7,-3.2,6.3,3.6,1.5,3.7,-8.9,Excellent
1.7,1.8,4.5,1.9,0.4,0.6,-1.9,Good
0.2,6.2,2.5,0.9,0.5,0.1,18.5,Poor
-0.1,0.9,0.1,0.1,0.4,1.1,-0.6,Good
-0.9,2.1,0.8,0.1,0.4,2.5,-7.9,Fair
0.2,4.5,1.9,1.5,2.7,0.2,10.9,Poor
0.6,7.9,1.5,0.1,1.4,1.7,-3.9,Poor
0,-2.6,0.5,0.6,0.5,0.6,5.5,Poor
0.8,4.1,0.6,1.5,,0.9,1.7,Fair
-0.5,5.3,0.8,1.5,2.1,1,3.1,Very Good
-1.4,,3,0.6,0.4,0.5,4.5,Fair
1.3,0.8,3.3,0.2,0.8,0.5,2.4,Fair
-0.4,4.3,0.4,2,0,0.5,-12.9,Very Good
0.2,2.3,4,33.4,0.8,0.1,-21.9,Fair
-0.5,0.6,0.5,0.1,0.1,,4.2,Fair
-0.6,2.4,0.9,0.8,2.1,1.2,-3,Good
0.6,,1.4,1.4,1.1,0.9,2,Good
0.4,5.4,7.5,2.8,2.8,1,-17.2,Excellent
-0.8,-3,1.6,2.1,2,0.1,1.6,Poor
-0.4,0.7,1.8,4.7,0,0.9,8.7,Fair
-0.6,-5.4,8.9,1.3,0.9,,-25.8,Fair
-1.4,2.6,1.5,1.5,2.1,,-21.1,Good
1,0.4,0.6,13.9,0.5,,-9.6,Excellent
0.4,-1.8,5.6,0.5,0.7,0.1,11.4,Poor
-0.9,-2.4,0.9,10,0.9,3.2,-7.1,Good
1.5,-1.7,1.4,3.8,0,1.4,6.2,Very Good
1.5,6.1,1.4,0.4,0.5,2.5,0.3,Fair
0,5.9,1.8,1.5,4.1,0.2,1.1,Poor
1.9,4.4,0.7,2.3,2.4,2.6,-0.5,Fair
-0.3,-4.8,3,40.2,0.5,1,18.8,Fair
-0.8,0.4,0.9,0.1,0.1,0.1,8,Very Good
0.6,0.1,0.7,0.2,2.1,0.6,1.9,Very Good
0.6,,1.8,0,1.1,0.9,-9.1,Excellent
0,,4.3,4.6,2,0.1,-0.1,Fair
1.1,1.6,0.3,0.1,0.1,2.3,3.3,Very Good
1.1,5.7,3.1,15.7,1.2,1,-1.8,Excellent
,4.4,2.4,72.1,2.2,0.3,9.4,Fair
-0.3,1.7,4.2,0.3,0.7,0.2,-5.6,Poor
0.6,-6.1,4.4,0,0.2,0.9,6.6,Fair
0.4,1.6,0.8,7.6,0.9,1.8,15.7,Good
-1.4,6.3,0.6,3,0.2,0.2,7.7,Very Good
-0.8,0.7,1.3,3.9,3.9,0.5,0.1,Fair
-1.4,0.5,3.5,0.7,1.6,3.2,-8.1,Very Good
2.4,-12.3,4.9,0.5,2.7,1.1,-8.8,Very Good
0.2,7.5,0.4,0.2,0,0.4,0.9,Fair
1.4,9.2,0.4,1.8,0.9,0,1.2,Fair
-0.2,-1.6,0.4,1.4,0.6,,-7.8,Good
0.1,-1,2.7,0.2,0.1,0.1,-28.4,Excellent
1.2,-6.3,3.7,3.9,0.7,,-8.7,Excellent
0.6,-2.7,0.5,0.7,,0.4,-5,Very Good
0.2,1.3,1,0.2,3.6,0.5,-7.6,Very Good
1.2,4.6,3.4,1.2,0.1,1,15.8,Good
-0.2,-6.3,1.2,7,1.3,0.1,5.7,Fair
0.9,0.1,0.6,1.2,0.4,0,10.8,Good
1.1,-3.9,0.8,1.5,0.4,2,14.3,Fair
1.1,3.2,3,2,0.2,,2.4,Very Good
0.4,0.8,0.3,0.6,1.7,,1.3,Good
0.2,-2.2,4,0.2,0.1,2.1,-27.8,Good
-1.2,4.6,0.2,0.4,0.4,2.8,-4.8,Very Good
0.1,-0.8,0.1,1.2,0.2,,5.5,Fair
-0.9,,0.2,27.5,0.1,0.6,-5.2,Very Good
-1.6,6.6,1.1,0.7,0.5,,12.1,Good
-0.5,-0.9,0.6,0.1,0.5,0.1,-1.6,Excellent
0,-2.4,2.4,0.2,0.7,1.3,-1.8,Good
-0.9,-1.6,0.2,4.3,0.5,0.7,-1.4,Poor
1.3,-3,1.3,0.3,0.2,,17.4,Good
-0.8,4.1,2,2.1,0,0.1,8.8,Very Good
1.3,6.3,1.7,0.7,0.8,3.1,11.7,Very Good
-1.3,2.7,4.7,0.1,0.2,1.7,13.8,Very Good
-0.4,0.3,1.8,0.7,0.9,3.2,-8.7,Poor
2.1,6.3,4.3,17.2,1.1,0.5,-7.3,Poor
0.7,4,0.9,3.3,,1.2,-0.9,Excellent
1.1,0.3,1.3,0.1,2.2,0,7.4,Good
0,0.3,1.5,0.2,0.6,0.3,-1.8,Good
-0.1,12.1,7.7,1.2,0.7,0.5,-6,Poor
2.1,-5.5,1.5,0,0.4,1,6.3,Good
-1.3,2.5,0.8,0.6,1.4,0.8,4.2,Very Good
-0.8,-3.5,0.4,0,0.8,0,-12.6,Fair
0.9,3.3,1.5,0.1,0.2,0.9,4.4,Fair
-0.5,-5.8,0.3,2.4,0.1,0,4.4,Good
-1.7,-2.6,2.5,0.7,,1.5,-14,Very Good
-0.5,2.7,1.2,0.2,0.2,0.9,-1,Fair
1.4,-0.3,1,0.5,1,0.4,25.7,Very Good
-2.8,-0.9,0.6,0.2,1,0.9,-11.7,Fair
-0.4,-5.9,0.6,0.8,1.6,,-3.6,Excellent
0.4,-4.4,0.3,2,2.8,0.2,-3.7,Fair
0.2,-4.6,1.4,0,0.2,,19.5,Fair
-1,-2,0.7,2.2,0.3,,4.2,Poor
1.2,-3.3,0.5,27.2,2.3,0.8,13,Excellent
0.6,-0.4,1.3,1.8,0,0.6,-20.4,Poor
0.8,9.2,9.6,0.2,0.1,0.6,12.1,Excellent
0.1,3.6,1.4,1.6,0.9,0.6,8.8,Very Good
2.7,-10.3,5.3,0.2,0.6,0.7,-11.4,Fair
0.9,,0.9,0.1,0.3,3.7,-1.9,Poor
2.1,-3.1,1.5,0.2,2.2,0,6.7,Fair
-0.3,0.5,0.2,0.5,0.7,0.2,0.1,Good
0.8,-1.8,7.3,2.1,,0.4,8.4,Fair
0.1,3.9,0.9,0.6,1.8,0.5,-3.2,Fair
0.1,3.5,4,25.5,1.1,1.1,4.8,Excellent
0.7,-6.5,0.8,0.3,0.8,,-8.7,Excellent
0.6,4.3,0.7,2.2,0,,-3.3,Very Good
1.6,,1,6.2,1.6,0.1,4.1,Very Good
2.5,-4.7,0.9,8.3,0.1,0.4,1,Excellent
-0.2,1.8,3.6,358.7,0.1,1.6,6.9,Very Good
-0.7,0.6,0.2,0,0.4,0.2,14.5,Very Good
-1.4,4.4,0.4,0,4.2,1.1,1.9,Excellent
-1,1.9,1.2,15.2,0.1,,1.9,Excellent
-0.7,2.1,0.6,0.6,0.3,0.2,-0.1,Good
-0.9,-7.4,0.6,0.4,2,2.1,-18.3,Fair
0.9,1.2,0.6,0.6,0.7,1.3,14.8,Very Good
2.6,-6.8,0.9,0.3,1.4,2,-26.3,Good
1.4,-4.1,2.1,36.3,0.4,1.5,-12.1,Fair
-0.3,,0.4,0.6,1.2,0,-14.1,Excellent
-0.1,1.5,2.1,0.4,0.9,0.4,15,Excellent
0.5,,1.4,0.3,0.6,0.4,17.1,Good
0.2,-0.9,0.4,30.9,0.2,,5,Fair
-0.1,,4,0.6,,1,-2.4,Good
-0.8,-0.1,0.2,0.4,1.4,2.1,-1.3,Good
2.2,-5.4,0.5,0.3,,2.2,-3.5,Good
1.2,-2,2.4,3,1.2,5.6,1.9,Very Good
0.7,2.5,0.3,0.6,0.4,1.1,-17.4,Good
-0.1,-1.5,0.7,1.1,2.3,0,5.6,Good
-0.3,2.8,0.4,1.5,0.1,0.3,9.3,Very Good
-1,1.9,1.3,0.5,0.7,2.9,4.5,Poor
-1.1,,1.1,6.1,0.1,0.5,1.7,Fair
0.8,-3.2,1.5,11.8,0.8,0.9,-10.3,Fair
-1.2,,0.9,5.1,0.2,0.1,5.2,Very Good
0.4,0.5,0.9,0.3,0.9,1.3,-1.1,Very Good
0.1,-2.3,3.7,3.7,0.9,1.4,-9.4,Good
0.2,4.4,0.4,0.2,0.7,1,1.9,Excellent
0.5,-5.8,1.3,5,0.1,1.8,0.6,Fair
0.6,2.4,1.5,5.9,1,0.5,1.2,Fair
-0.6,3.9,1.3,0.2,0,1.9,-12,Very Good
-1.1,,0.6,0.5,2.1,0.6,-2.6,Fair
-0.1,5,0.6,0.4,0.5,0.1,4.2,Good
0.1,4.3,0.6,6.7,0.4,0.2,3.5,Very Good
-0.3,4.6,0.2,0.3,,1.8,-7.2,Very Good
-0.6,-2.9,2,3.3,0.2,0.5,-4.6,Very Good
0.6,0.6,4,0.5,1.9,0,3.5,Excellent
1,3.6,1,9.4,0.2,,-2.6,Fair
-0.6,0.4,1.6,4.5,1.1,1.1,7.3,Very Good
,8.6,1.5,4.9,0.4,1,-8.1,Poor
-1.1,2.7,1.3,21.1,0.4,0.3,2.2,Good
-0.1,15.1,0.5,2,0.6,0.9,15.7,Fair
-1.1,,8.8,0.1,0.8,1.3,-0.3,Very Good
-0.1,,2.6,1,1.6,2.8,15.8,Fair
1,-1.1,0.2,0.1,3.6,0.1,2.8,Very Good
0.4,-1.7,2.7,0.9,1.5,0.1,1,Excellent
1.6,2.9,1.5,39.6,,0.7,-0.8,Excellent
-0.3,,0.9,0.1,0,1.9,-0.9,Fair
1.9,,1.1,4.7,0,0.7,-16.7,Good
-0.9,13.3,1.8,15,0,0.1,-1,Good
-1.4,-2.9,1.7,0.1,3,0.7,-1.2,Poor
0.1,2.1,0.7,0.7,0.1,0.6,9.2,Very Good
-2.8,-2.1,0.9,0.1,0.4,1,21.1,Poor
-0.8,,0.2,0.1,0.3,0.9,-5.4,Good
-0.5,-5.6,0.8,0.2,0.2,0.3,9.4,Fair
,4.7,1.1,1,0,0.6,1.5,Good
-0.1,-0.9,6.2,0.8,0.4,0.8,9.1,Very Good
2,7.7,3.2,0,1.8,,6,Good
1.7,10.8,0.8,0,,0.6,2.5,Fair
0.8,-3.1,0.6,1.5,0.6,0.5,-2.4,Good
0,-1.6,1.7,4.9,0.6,0.5,2.3,Fair
2.3,8.3,0.8,0,0.4,0.4,-8.3,Very Good
-0.3,,2.2,0.1,1.4,0.3,-1.1,Fair
0.7,,0.8,1.7,0,,1.3,Good
-0.8,2,1.9,0.9,,0.5,13.8,Very Good
-0.3,2.4,9.8,0.2,0.1,2.2,10.5,Very Good
-1,,1,0.7,1.8,1,5,Fair
1.1,,1.5,3.1,,0.5,16.2,Poor
1.2,0.9,1,2,0.7,1.2,-3.9,Fair
-0.4,-7.5,1.7,0.1,2.6,0.1,-5,Excellent
0.2,-5.6,1.6,17.7,,0.7,8.2,Very Good
0.2,-1.5,0.6,0,0.3,2.1,-1.3,Excellent
0.5,-3.9,0.6,1.4,0.8,1.7,15.9,Good
-0.6,-7.6,0.4,0,2,0.5,1.1,Fair
-0.7,2,0.7,1.9,0.2,0.6,13.2,Poor
0.1,-1.2,1.1,0.1,0.1,0.4,-12.9,Fair
0,-4.4,0.9,24.1,1.1,0.6,-1.9,Fair
-0.6,-5.1,1,11.2,2.3,1.7,5.6,Good
-1.3,5.6,3.2,0.6,,,-11.5,Very Good
0.2,3.9,1.1,2.5,1.4,1,18.6,Poor
-0.2,-12,1.6,0.4,,0.7,7.5,Very Good
1.3,,1,3.1,0,0,4.6,Excellent
-1.1,6.2,1.1,0,1.2,0.4,-15.1,Poor
1,-1.6,1.7,2,0.4,0.2,-8.2,Fair
0.1,,2,0.3,0.5,0.8,-3.6,Poor
0.4,2.5,0.5,28.7,1.1,1.5,8.1,Good
-0.2,3.7,3.5,5.9,5.3,,-10.5,Good
0.7,-0.2,0.5,0.2,0.4,1.5,11.1,Very Good
0.6,-5.2,4.2,0.5,0.2,0.4,5.4,Fair
-0.8,0,0.2,3.2,0,0.6,1.4,Fair
-0.8,-2.7,0.7,37.4,1.5,1.7,5,Very Good
-0.9,5.9,3.3,15.5,0.1,0.4,10.2,Good
0.3,-4.7,1.1,3.8,1.6,1,-11.2,Excellent
0.7,0.7,0.7,0.5,1.6,0.4,-8,Poor
-1.7,-4.7,1.3,1.1,1.3,,-22.3,Good
2,1.2,2.2,0.4,1.1,1.6,-14.4,Very Good
-0.8,,6.5,0.3,0.1,1.6,-3.8,Very Good
0.5,-6.4,1.3,0.1,0.1,0.1,-11.4,Fair
-1.3,5.4,0.4,0,0.6,0.2,6.5,Good
-0.2,1.5,1.1,0.1,,0.4,7.3,Very Good
0.7,-4.2,2.8,8.5,0.3,0.2,-10.8,Fair
-1.8,6.3,2.7,1.8,1.3,0.3,3.5,Very Good
0.5,-1.4,0.6,28.6,0.2,0.3,2.8,Good
-0.7,9.1,0.3,0.4,2,1.6,9.8,Very Good
-0.6,-6.3,5.3,0.1,0.8,0.2,15.4,Fair
-1.2,6.1,1.8,1,0.3,,-1.6,Very Good
2,-1.5,4.4,10.7,0.7,0.5,-6.8,Very Good
1,6.2,3.6,2.1,0.1,0.8,-4.7,Good
-0.4,6.4,0.3,8.1,,1.5,-3.7,Fair
-0.1,-10.7,1.2,0.1,0.2,0.1,-14.5,Excellent
0.7,-4.7,0.4,0.1,0.9,0.9,-13.9,Good
-1.3,0.4,0.4,0.9,0.3,0.5,13.4,Very Good
-1.4,2.3,2,0.3,0.6,0.9,8.9,Poor
-1,6.8,2.1,139.8,1.5,0.1,9.6,Very Good
0.9,-1.1,0.2,5.3,0.4,1.1,5.8,Good
1.4,1.4,1.1,0.8,0,2.3,-5,Fair
1.2,,4,0.1,1.8,,-10.3,Fair
-0.3,-0.6,0.9,0.4,1.7,1.5,2.8,Very Good
-0.4,-10.3,5.6,37,0,0.1,5.8,Excellent
0.7,-4.7,2.4,22.2,0.9,1.2,6.5,Very Good
0.7,3.2,2.9,6.6,2.2,2.1,7.3,Good
-1.2,5.3,0.4,23.7,0.1,0.9,-1.8,Fair
0.2,-2.8,0.3,0.3,0.2,0.2,-0.9,Very Good
1.6,-7.5,2.2,10.3,1.9,1.8,-7.2,Fair
-0.3,6.2,0.8,0.1,0.3,1.7,7.1,Poor
-1,2.8,0.2,0.1,2.4,0.5,-14.4,Fair
1.4,-0.7,2.3,2.2,2.5,,15.7,Excellent
-0.2,-5.6,0.1,0.3,0,6,3.8,Very Good
-0.4,1.3,0.4,17.7,0.6,0.3,15.9,Fair
-1.2,1.7,0.8,0.1,0.9,0.7,12.8,Good
-0.6,-5.5,0.6,1.7,1,0.2,12.9,Poor
-0.8,,0.5,0.6,0.9,2.9,8.4,Poor
-0.5,,0.9,1.2,0.2,1.4,-6.3,Excellent
-0.6,,1.4,0,0.4,0,-10.4,Very Good
0.5,,0.8,0,0.5,0.5,2.4,Poor
1.2,2.6,2.9,19.4,0.3,0.8,-25.2,Excellent
0.4,-1.5,0.3,54.9,,0.5,-2.3,Fair
-1.8,10.1,0.2,25.4,0.1,0.3,4.8,Very Good
0.6,-5,2.4,22.2,1.3,2,2.7,Very Good
1.3,,0.6,2.6,1.7,0.1,-8,Poor
2.2,-4,0.5,13.6,0.1,1.3,19.1,Excellent
1.2,-1.3,1,3,0.9,1.8,11.6,Fair
0.8,6.8,0.9,0.1,0.6,2.4,17.5,Poor
0.9,-3,0.3,0.3,2.3,0,10.6,Excellent
0.4,-2.1,1.2,0.6,3.5,3,-0.1,Very Good
-1.4,-1.1,0.4,7.5,0.3,2,-10.6,Good
0.3,,1.9,0.3,,0.2,-6.8,Fair
1.6,-4.4,1.5,1.5,0.8,1.8,8.5,Fair
-2.1,15,0.6,3.6,0.8,0.1,2.1,Poor
1.6,,4,1.2,0.3,0.1,11,Good
-0.3,-2.3,0.4,9.5,0.5,1.6,-0.1,Fair
-0.4,-5.9,0,0.5,0.9,0.1,-5.4,Fair
1.7,1.1,1.2,0.1,1.8,,-2.3,Poor
-1.6,-1.2,2,1.9,3.1,0.9,13.6,Very Good
-0.3,2.8,0.7,0.2,0.6,,-7.7,Poor
-0.5,,0.7,0,1.6,0.1,8.6,Poor
-1.4,7.4,2.2,16.9,1.2,2,16.1,Very Good
-1.4,,0.3,0.2,0.5,0.9,10.7,Poor
0.5,3.4,25,1,0.1,0.3,-14.9,Fair
0.8,-3.1,0.8,5.4,0.9,3.2,-0.8,Excellent
-1.3,-6.1,0.3,0.1,3,,-4.3,Good
-0.1,5.7,0.3,0.1,0.9,0.5,6.7,Good
-0.5,-3.3,0.5,0.1,0.4,1.3,-9.6,Poor
-0.6,7.2,2.2,0.2,1.3,2.8,-3.9,Excellent
-0.3,-0.9,3.3,2.8,2.4,2.1,-18.4,Poor
-0.9,,1.4,1.6,1.8,,8.9,Very Good
0.6,3.2,1.3,1.7,0.2,0.3,-7,Very Good
1.7,,0.1,0.3,0.6,0.1,-1.7,Excellent
-0.1,-6.9,2.4,25.1,1.7,0.5,-1.8,Good
-0.8,-0.6,1.1,0.6,2,,-1.8,Good
-2,5.1,0.6,0.1,0,1,-2.6,Very Good
0.3,-3.8,1.6,10.3,2,0.1,-7.7,Poor
0,1.2,0.8,0.6,0.9,0.7,-2.2,Fair
-1,1.6,0.5,1.4,,0.1,-4.2,Very Good
1.7,2.7,0.9,0.9,1.6,1.7,0,Fair
,2.5,0.9,1.1,0,2.7,17.8,Excellent
1.6,-2.7,0.7,77.7,0,1.2,3.9,Excellent
-0.4,,4.1,5.9,1.8,0.3,-0.6,Very Good
-1.2,1.4,0.4,0,0,1.2,19.2,Good
1.3,8.4,1,0.5,0.8,1,-7.5,Good
0.3,-0.5,1.2,0.4,0.3,0.6,9.6,Very Good
1.5,,2.3,0.2,0.3,1.6,3.5,Excellent
,-0.5,2.4,45,,0.1,0.9,Good
-2.1,,2,5.2,0.4,2.9,-5.3,Good
-0.3,2.4,0.7,0.1,1.5,0.4,-6.6,Fair
-0.6,1.2,0.3,402.5,1.8,0.3,15.6,Very Good
-0.3,-1.7,0.9,0.1,0.1,0.9,-11.3,Good
-0.4,,0.8,0.4,0.1,0.3,4.2,Poor
,14,1.3,1.5,1.2,0.3,2.2,Poor
0.3,-0.5,0.5,1.1,1.4,0.3,-13.3,Good
0.3,-5.8,2.9,0.5,2.4,2.7,1.5,Poor
-0.4,0.7,0.6,0.1,0.1,1.1,10.3,Fair
0.8,,0.7,1.1,0.3,0.4,5.5,Good
-0.2,7,1,0.7,0.4,2.2,-19,Poor
0.3,6.2,0.8,0.5,1.2,0.7,-6.7,Very Good
0.2,-0.5,0.7,0,1.2,0.3,-1.2,Poor
0.1,3.6,2.8,0,,1.5,0.5,Good
-0.3,-3.8,0.3,0.6,1.3,1.1,-3.4,Excellent
-0.3,1.1,1.9,7.6,0.8,4,-3.3,Very Good
-1.7,-0.9,0.9,0.4,0.3,0.3,13.7,Fair
-1,-1.7,0.9,5.5,0.3,0.5,6,Good
-2,2.3,2,2.3,0.1,0,-16.7,Poor
-0.1,-9.6,1,2.6,2.6,2.4,-0.6,Very Good
-1.1,6,0.6,1.1,0.3,1.8,10.9,Poor
1,-0.4,1.1,3.4,1.3,0.4,16.9,Fair
-1.6,10.2,0.3,0.2,0.2,0.2,-10.3,Very Good
1.3,,7.2,7.4,0.4,0.7,-4.6,Very Good
-0.3,7.1,2.6,2.3,3.3,0.5,5.9,Very Good
-0.1,-6,0.5,0.6,,0.5,-26.6,Fair
0.7,7.2,0.4,12.4,0.5,0.5,2.1,Very Good
0.8,2.8,3.6,0.7,1.2,0.2,4.7,Good
0.5,6.1,3,3.2,0.1,0.7,-4.1,Good
-0.2,2.3,0.1,1.3,0.8,1.1,11.9,Poor
-0.3,-1.2,8.8,0.7,0.4,,8.8,Fair
-1.7,0.1,2,0.8,1.7,,-16.8,Good
-0.6,3.4,0.6,0.3,,0.7,24.7,Very Good
-0.9,-5.7,0.8,0,0.6,0.6,5.1,Very Good
0.4,,1.3,1.4,1.1,4.9,-9.7,Good
-0.2,0.7,0.9,0.1,2.6,0.7,-6.9,Poor
-0.5,6.2,1.1,0,0.3,0.1,7,Fair
1.9,4.9,0.6,19.3,4.3,0.3,17.1,Fair
2.1,-0.8,1,3.4,0.2,,16.5,Fair
0.1,,0.7,1.8,1.5,,19.5,Fair
,4.1,3.6,1.3,1.9,,-5.5,Good
,,2.6,0.7,0,0.2,15.5,Very Good
-1.4,1.8,0.1,0.3,0.9,0.8,0.9,Fair
-0.8,,2.2,0,,1.2,-12.2,Fair
0.3,2.3,0.8,4.3,1.8,1.2,9.2,Fair
1.5,4.2,1,0.4,1,,12.8,Very Good
-0.5,5.4,0.4,4.8,0.4,0.3,-4.3,Very Good
2.6,-5.4,6.8,0.3,1.4,0.6,-4.6,Very Good
-0.1,-0.2,1.1,0.1,1.2,2.3,15,Very Good
1.4,3.7,2.1,0.1,0.3,,-11.9,Fair
-0.4,-2,9.9,0.1,0.1,0.2,-14.4,Good
0.9,15.8,0.3,0.3,0.1,1,-10.1,Very Good
1.2,-5,2.3,0.3,1.1,0.1,0.3,Fair
0.2,1.8,0.2,1.8,1.2,0.5,-1.5,Good
-1.1,0.7,1.3,0.1,0.9,,7,Good
,0.3,4.8,1.9,1.6,,-25.4,Excellent
0.4,-0.9,0.4,0.4,,4.9,-7.5,Fair
-0.5,-7.4,0.4,0.3,1.2,0.3,0.3,Fair
0.4,7.1,1,0.3,2.1,1,4.2,Fair
0.9,0.9,0.8,1.8,0.5,0.1,-3.2,Excellent
-2.2,2.8,1,1.3,0,,6.3,Excellent
-0.9,2,1.8,0.7,3.4,,10.7,Excellent
0.2,-5.1,2.5,29.7,0,1.1,-4.1,Fair
0.3,-12.8,0.7,0.6,1.2,0.3,3.9,Fair
0.2,-0.4,0.8,1.8,1,0.5,19.4,Poor
-0.3,-0.5,1.3,6.8,0.8,,20,Fair
0.4,2.4,1.4,0,1,0.4,8.6,Very Good
-0.8,-5.3,0.4,0.4,0,2.1,6.3,Fair
0.1,-2.5,0.4,1.2,0.6,0.1,14.6,Fair
-1.9,-2.1,1.6,0.1,0,0.4,18.7,Good
-0.5,4.5,13.5,0.3,0,1.2,0.1,Poor
-1.4,-2.8,3.3,5.6,4.4,1.8,-16.3,Very Good
-0.2,5.6,0.1,4,1,0.9,-6.5,Fair
0.1,-4,1.3,0.1,0.8,,-9,Very Good
0.6,-6.6,0.7,53.7,1.9,,8.2,Very Good
-0.3,,0.3,0,0.4,0.2,8.6,Poor
-0.4,-1.1,0.3,1.3,2.2,0.6,-13.1,Very Good
-1.8,4,0.4,0.3,0.6,0.1,-17,Very Good
0.9,0.5,1.1,1.7,1.7,0.2,26.8,Good
1.2,2.1,0.4,4,1,0.5,8.4,Poor
0.3,,0.5,2,0,0,-11.2,Very Good
0.6,-7.3,3.3,0.1,2.3,0.3,3.7,Fair
0.8,-1.7,0.6,0.8,0.5,0.1,10,Good
1.2,,0.6,0.6,1.3,0.7,5.7,Poor
0.1,,4.1,4,0.4,0.1,1.5,Excellent
1.1,-4.3,1,20.5,0.2,3.1,2.1,Very Good
-1.1,-1.7,1.9,2.6,0.3,,-3.6,Fair
0.2,-2.3,3.1,1.8,0.8,2.9,-5.8,Good
0.6,0.2,1.6,11.7,,2.3,2.1,Very Good
-1.9,-4.1,0.8,0.6,0.1,0.6,-3,Very Good
1.4,4.6,0.4,0.1,1.1,0.6,-3.1,Fair
-0.4,-4.6,0.6,0.2,1.3,1.6,-4.6,Excellent
-1.7,5.2,1.1,0.5,0.2,0.7,11,Excellent
0.8,2.7,0.7,10.6,1.1,0.2,-0.5,Excellent
-0.8,-8.4,0.8,8.7,1,0.2,-3.5,Excellent
0.1,7.8,1.9,0.1,2.7,2.4,13.8,Excellent
-1.5,-9.1,1,1.7,1.5,1.3,3.5,Fair
-0.9,,0.6,0.1,0.7,,-11.5,Excellent
-0.9,4.6,0.5,40.4,0.1,0.4,-0.4,Excellent
1,-7,0.6,0.3,0.8,0.1,-10.4,Good
-0.7,,0.7,0.9,1.5,0.5,6.3,Poor
0.6,-4.3,0.7,0.2,0.9,0.9,-12.4,Good
0.6,-3.6,0.5,32.1,0.2,0.5,-3.8,Good
-0.6,,1.9,0.1,1,0.6,11.4,Fair
1.4,-1,1.5,0.7,,,-7.6,Excellent
1.9,2.3,2.9,0.3,0.5,1.1,0.1,Good
1.6,8.9,2.3,1,0.2,0.2,-14.3,Very Good
0.3,3.2,0.5,0.4,1.7,0.7,-3.7,Very Good
-2.3,-7.9,0.3,6.5,0.5,0.6,0.7,Fair
1.3,-1.9,2.2,39.5,1.1,2.8,-12.6,Poor
0.6,,0.6,6.8,0.3,,-4.5,Good
0,5.4,0.9,1.4,3.6,2.1,5.3,Good
1.4,4.9,0.8,1.7,0.4,0.1,2.9,Fair
-0.9,1.8,4.6,0,0.6,1.5,-8.5,Fair
0.3,-7.4,0,1.1,0.7,0.3,7.3,Fair
-0.9,0.7,5,0.8,0.4,,-0.6,Fair
0.8,-4.7,0.2,21.8,1.3,1.2,1.2,Fair
0.9,,0.8,5.4,0.8,0.1,7.5,Very Good
-1.5,,1.1,0.2,1.6,1.3,1.4,Very Good
-0.6,,0.5,1.3,,0.2,-6.6,Fair
-1.6,3.1,1.1,0.6,1.5,,-3.7,Good
-1.8,-5.2,0.4,2.4,,0.1,2.7,Good
1.2,2.3,8.5,1.2,0.2,0.7,8.5,Very Good
0.1,-3.1,0.2,0.1,0.9,3.7,-8.8,Fair
0.3,-6,3.6,0.2,2.4,0.6,-6.5,Good
-1.3,-9.9,0.7,14.6,1.2,0.1,7.3,Fair
-1.3,-3.3,1.9,1.5,0.7,1,5.8,Fair
0.4,0.5,0.9,5.3,3.1,1.1,4,Good
1.4,-4.3,0.7,0.1,1.7,0.2,-4.4,Good
-0.5,,1,0,0.2,0.3,-17.5,Fair
0.1,2.3,1.1,0.2,3.8,,6.6,Fair
-0.8,8,2.9,0.2,0.6,0.8,19,Good
-0.5,-4.7,1.3,14.7,1.2,0,10.1,Fair
1.2,,2.6,3.4,1.7,0.6,5.3,Fair
1.2,-5.3,0.5,0.1,0.3,5.1,15.1,Poor
1.2,6.1,23.8,8.1,0.9,0.3,0.7,Very Good
